0,29,10.0,down
1,1,6.803245897540909e-12,right
1,2,7.559162108378787e-12,right
1,3,8.399069009309763e-12,down
1,5,1.0369220999147855e-11,right
1,6,1.152135666571984e-11,right
1,7,1.2801507406355377e-11,down
1,8,1.152135666571984e-11,left
1,9,1.0369220999147855e-11,left
1,11,5.510629177008137e-12,down
1,12,4.959566259307324e-12,left
1,13,4.463609633376592e-12,left
1,14,4.017248670038933e-12,left
1,15,3.6155238030350397e-12,left
1,16,3.2539714227315357e-12,left
1,17,2.9285742804583823e-12,left
1,19,2.8517980706429853,right
1,20,3.16866452293665,right
1,21,3.5207383588185,right
1,22,3.9119315097983334,right
1,23,4.346590566442592,right
1,24,4.829545073825103,right
1,25,5.366161193139003,down
1,27,10.097379000000004,down
1,29,19.0,up
1,30,17.1,left
1,31,15.390000000000002,left
1,33,2.3099564372208183,right
1,34,2.566618263578687,right
1,35,2.8517980706429853,right
1,36,3.16866452293665,right
1,37,3.5207383588185,down
1,38,3.16866452293665,left
1,39,2.8517980706429853,left
1,40,2.566618263578687,left
1,41,2.3099564372208183,left
1,42,2.0789607934987364,left
1,43,1.8710647141488628,left
1,44,1.6839582427339765,left
1,45,1.515562418460579,left
1,46,1.364006176614521,left
1,47,1.227605558953069,left
1,48,1.1048450030577621,left
1,49,0.994360502751986,left
1,50,0.8949244524767874,left
1,51,0.8054320072291087,left
1,52,0.7248888065061978,left
1,53,0.652399925855578,left
1,54,0.5871599332700203,left
1,55,0.5284439399430182,left
1,56,0.4755995459487164,left
1,57,0.4280395913538448,left
1,58,0.3852356322184603,left
1,59,0.3467120689966143,left
2,1,6.1229213077868184e-12,up
2,3,9.33229889923307e-12,down
2,7,1.422389711817264e-11,down
2,9,9.33229889923307e-12,up
2,11,6.1229213077868184e-12,down
2,15,3.2539714227315357e-12,up
2,19,2.566618263578687,up
2,25,5.962401325710004,down
2,27,11.219310000000004,down
2,29,17.1,up
2,31,13.851000000000003,up
2,37,3.9119315097983334,down
2,51,0.7248888065061978,up
3,1,5.510629177008137e-12,up
3,3,1.0369220999147855e-11,right
3,4,1.152135666571984e-11,right
3,5,1.2801507406355377e-11,right
3,6,1.422389711817264e-11,right
3,7,1.5804330131302933e-11,down
3,9,8.399069009309763e-12,up
3,10,7.559162108378787e-12,left
3,11,6.803245897540909e-12,left
3,13,6.699638600298316e-13,down
3,15,2.9285742804583823e-12,up
3,16,2.635716852412544e-12,left
3,17,2.3721451671712894e-12,left
3,19,2.3099564372208183,up
3,21,0.5284439399430182,right
3,22,0.5871599332700203,right
3,23,0.652399925855578,down
3,25,6.624890361900004,down
3,27,12.465900000000003,right
3,28,13.851000000000003,right
3,29,15.390000000000002,up
3,31,12.465900000000003,up
3,32,11.219310000000004,left
3,33,10.097379000000004,left
3,35,5.366161193139003,down
3,36,4.829545073825103,left
3,37,4.346590566442592,left
3,39,0.0007691915544340244,down
3,41,0.0014473696128714654,right
3,42,0.0016081884587460726,right
3,43,0.001786876065273414,right
3,44,0.0019854178503037933,right
3,45,0.0022060198336708815,down
3,47,0.009643046935071916,right
3,48,0.01071449659452435,right
3,49,0.011904996216138167,down
3,51,0.652399925855578,up
3,52,0.5871599332700203,left
3,53,0.5284439399430182,left
3,54,0.4755995459487164,left
3,55,0.4280395913538448,left
3,56,0.3852356322184603,left
3,57,0.3467120689966143,left
3,58,0.31204086209695286,left
3,59,0.2808367758872576,left
4,1,4.959566259307324e-12,up
4,7,1.7560366812558812e-11,down
4,13,7.444042889220351e-13,down
4,17,2.1349306504541606e-12,up
4,19,2.0789607934987364,up
4,23,0.7248888065061978,down
4,25,7.3609892910000045,down
4,27,11.219310000000004,up
4,33,9.087641100000004,up
4,35,5.962401325710004,down
4,39,0.0008546572827044716,down
4,41,0.0013026326515843188,up
4,45,0.0024511331485232014,down
4,47,0.008678742241564725,up
4,49,0.013227773573486852,down
4,59,0.2527530982985318,up
5,1,4.463609633376592e-12,up
5,2,4.017248670038933e-12,left
5,3,3.6155238030350397e-12,left
5,5,8.27115876580039e-13,down
5,7,1.9511518680620903e-11,right
5,8,2.1679465200689892e-11,right
5,9,2.4088294667433213e-11,right
5,10,2.676477185270357e-11,right
5,11,2.9738635391892854e-11,down
5,13,8.27115876580039e-13,right
5,14,9.190176406444878e-13,right
5,15,1.0211307118272086e-12,down
5,17,1.9214375854087446e-12,up
5,19,1.8710647141488628,up
5,20,1.6839582427339765,left
5,21,1.515562418460579,left
5,23,0.8054320072291087,down
5,25,8.178876990000004,right
5,26,9.087641100000004,right
5,27,10.097379000000004,up
5,29,2.3099564372208183,down
5,30,2.0789607934987364,left
5,31,1.8710647141488628,left
5,33,8.178876990000004,up
5,34,7.3609892910000045,left
5,35,6.624890361900004,left
5,37,0.0007691915544340244,right
5,38,0.0008546572827044716,right
5,39,0.0009496192030049684,right
5,40,0.0010551324477832981,right
5,41,0.0011723693864258869,up
5,43,0.0033623225631319634,down
5,44,0.003026090306818767,left
5,45,0.0027234812761368905,left
5,47,0.007810868017408252,up
5,49,0.014697526192763169,down
5,51,0.011904996216138167,down
5,53,0.052039621549114845,right
